main-news,MSRpar,2012test,0,4.4,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.,,,,,,,,,,,
main-news,MSRpar,2012train,484,3,He left the army for Syria where he received religious training.,He moved to Syria where he underwent further religious training in traditional Islamic beliefs.,,,,,,,,,,,
main-news,MSRpar,2012train,485,3.273,The meeting was scheduled to end Wednesday night with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.,On Wednesday next week Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba Jordan. attendees will vote on resolutions that express the Southern Baptist view on issues but are not binding on individual churches.,,,,,,,,,,,
main-news,MSRpar,2012train,486,4,But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.,But the inadequate performance of students in various subgroups such as race pushed the state onto the needs-improvement list under the federal No Child Left Behind Act.,,,,,,,,,,,
main-news,MSRpar,2012train,487,3.25,This led to the recovery of the 270-kilogram Cancuen altar announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society.,This led last month to the recovery of the 600-pound Cancun altar Vanderbilt University in Nashville and the National Geographic Society announced Wednesday.,,,,,,,,,,,
main-news,MSRpar,2012train,490,3.5,In a not-too-subtle swipe at Dean he predicted Americans would not elect a Democrat who sounds an uncertain trumpet in these dangerous times.,They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times.,,,,,,,,,,,
main-news,MSRpar,2012train,492,1.75,The report forecasts there will be 71 079 hot spots worldwide this year up from just 14 752 in 2002 and 1 214 in 2001.,The report also claims that there will be up to 9.3 million visitors to hot spots this year up again from the meagre 2.5 million in 2002.,,,,,,,,,,,
main-news,MSRpar,2012train,493,2.7,A new study conducted in Europe found the medicine worked just as well as an earlier disputed study sponsored by ImClone Systems said it did.,Doctors concluded Erbitux the cancer drug that enmeshed ImClone Systems in an insider trading scandal worked just as well as an earlier company-sponsored study said it did.,,,,,,,,,,,
main-news,MSRpar,2012train,495,3.75,Her lawyer Donald Levine told The Telegraph she had been offered $US250 000 to tell her story exclusively to Australian TV.,Mr Levine said she had been offered $400 000 to tell her story to an Australian TV network.,,,,,,,,,,,
main-news,MSRpar,2012train,496,3.75,Perry has called lawmakers into two special sessions to address congressional redistricting.,Perry has since called two special legislative sessions to try force the redistricting plan through.,,,,,,,,,,,
main-news,MSRpar,2012train,499,4,AirTran officials and a Boeing official declined to comment yesterday.,Trish York a spokeswoman for Boeing declined to comment on the deal.,,,,,,,,,,,
main-news,MSRpar,2012train,500,4.2,The lawsuit names Shelley a Democrat and registrars in Los Angeles Orange and San Diego counties.,The lawsuit named Secretary of State Kevin Shelleya Democrat and the registrars of voters in Los Angeles Orange and San Diego counties.,,,,,,,,,,,
main-news,MSRpar,2012train,501,3.75,Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.,Negotiators said Friday they made progress during their latest round of free-trade negotiations between the United States and five Central American countries this week in Houston.,,,,,,,,,,,
main-news,MSRpar,2012train,502,3.8,"It's very difficult to do large syndicated loans in Japan  where there is a lack of expertise, says one banker.",It is very difficult to do large syndicated loans in Japan says one banker.,,,,,,,,,,,
main-news,MSRpar,2012train,503,4.4,The case comes out of Illinois and involves a for-profit company called Telemarketing Associates Inc.,"The case decided Monday centered around an Illinois fund-raiser, Telemarketing Associates.",,,,,,,,,,,
main-news,MSRpar,2012train,505,4.6,He urged Congress to send me the final bill as soon as possible so that I can sign it into law.,I urge Congress to quickly resolve any differences and send me the final bill as soon as possible so that I can sign it into law he said.,,,,,,,,,,,
main-news,MSRpar,2012train,506,1.667,"Mr. Pingeon is director of litigation for Massachusetts Correctional Legal Services, a prisoners' rights group.","Pingeon said an attorney for his organization, Massachusetts Correctional Legal Services, interviewed Assan Tuesday.",,,,,,,,,,,
main-news,MSRpar,2012train,507,4,"Yee is a 1990 graduate of the U.S. Military Academy at West Point, New York.",Yee grew up in the United States and graduated from the U.S. Military Academy at West Point.,,,,,,,,,,,
main-news,MSRpar,2012train,508,4.333,PNC regrets its involvement in the deals Chairman and Chief Executive Officer James Rohr said in a statement.,James Rohr chairman and chief executive officer said PNC regretted the incident.,,,,,,,,,,,
main-news,MSRpar,2012train,509,3,CCAG supported Bill Curry Rowland's opponent in the 2002 gubernatorial election., Mr. Swan's group supported the governor's Democratic opponent Bill Curry in the 2002 election.,,,,,,,,,,,
main-news,MSRpar,2012train,510,3.5,They later fell out and have backed a series of rival Congolese militias in recent years.,The two invading countries later fell out and have since backed rival factions.,,,,,,,,,,,
main-news,MSRpar,2012train,512,2,Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.,Meantime the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.,,,,,,,,,,,
main-news,MSRpar,2012train,513,3.75,Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.,Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope's 100th birthday on Thursday.,,,,,,,,,,,
main-news,MSRpar,2012train,516,1.8,Declining issues outnumbered advancers nearly 2 to 1 on the New York Stock Exchange.,Advancers outnumbered decliners by nearly 8 to 3 on the NYSE and more than 11 to 5 on Nasdaq.,,,,,,,,,,,
main-news,MSRpar,2012train,517,2.667,A floating airfield with a flight deck covering 4.5 acres the ship took about five years to build.,The Reagan a floating airfield with a flight deck covering 4.5 acres is the ninth Nimitz-class carrier to be built at the Newport News shipyard.,,,,,,,,,,,
main-news,MSRpar,2012train,518,3.8,Im very proud of the citizens of this state said Gov. John Baldacci a casino foe.,I??m very proud of the citizens of this state Gov. John Baldacci said after votes from Tuesday??s referendum were counted.,,,,,,,,,,,
main-news,MSRpar,2012train,521,2.2,An injured woman co-worker also was hospitalized and was listed in good condition.,"A woman was listed in good condition at Memorial's HealthPark campus, he said.",,,,,,,,,,,
main-news,MSRpar,2012train,522,4.333,"The shooting victim was taken to Kings County Hospital Center, where he later died, the police said.","The victim, who was not identified, was taken to Kings County Hospital where he was pronounced dead.",,,,,,,,,,,
main-news,MSRpar,2012train,525,2.333,"They reported symptoms of fever, headache, rash and muscle aches.","Symptoms include a stiff neck, fever, headache and sensitivity to light.",,,,,,,,,,,
main-news,MSRpar,2012train,526,3.25,We've become like total strangers Klein quotes him as saying., We've become like total strangers John told a pal two days before his death.,,,,,,,,,,,
main-news,MSRpar,2012train,527,2.25,"Davey graduated Saturday from Northwest College, which is affiliated with the Assemblies of God, with a bachelor of arts degree in religion and philosophy.","Davey started attending Northwest College, which is affiliated with the Assemblies of God, in 1999 with plans to become a minister.",,,,,,,,,,,
main-news,MSRpar,2012train,530,0.75,"The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08.","The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.",,,,,,,,,,,
main-news,MSRpar,2012train,531,4,It was a final test before delivering the missile to the armed forces.,State radio said it was the last test before the missile was delivered to the armed forces.,,,,,,,,,,,
main-news,MSRpar,2012train,532,3.5,Your withdrawal from our country is inevitable whether it happens today or tomorrow and tomorrow will come soon.,"Your withdrawal from our country is inevitable whether it happens today or tomorrow  added the voice, which signed off giving the date as mid-September.",,,,,,,,,,,
main-news,MSRpar,2012train,534,3.75,According to a news release sent by the Terry Schindler-Schiavo Foundation Florida Speaker Johnnie Byrd will introduce Terri's Bill during the special session Monday., Florida's Speaker of the House Johnnie Byrd is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.,,,,,,,,,,,
main-news,MSRpar,2012train,535,3.75,Also businesses throughout Utah are volunteering to display Amber alerts on their signs.,Other businesses are volunteering to put the alerts on their electronic signs and billboards.,,,,,,,,,,,
main-news,MSRpar,2012train,536,4.25,Thanks to the euro's rise against the Japanese currency the dollar was at 117.24 yen.,The euro's rise against the yen and speculation of Japanese intervention helped the dollar firm to 117.25 yen well above a 10-month low of 116 yen hit on Thursday.,,,,,,,,,,,
main-news,MSRpar,2012train,538,4,Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky chief executive of Yukos Oil on charges of fraud and tax evasion.,The weekend arrest of Russia's richest man The weekend arrest of Russia's richest man Mikhail Khodorkovsky chief executive of oil major YUKOS on charges of fraud and tax evasion unnerved financial markets.,,,,,,,,,,,
main-news,MSRpar,2012train,540,0.75,For the year it expects sales of $94 million and a profit of 26 cents a share from continuing operations.,This is an increase from the $22.5 million and 5 cents a share previously forecast.,,,,,,,,,,,
main-news,MSRpar,2012train,545,3.4,After Hughes refused to rehire Hernandez he complained to the Equal Employment Opportunity Commission.,Hernandez filed an Equal Employment Opportunity Commission complaint and sued.,,,,,,,,,,,
main-news,MSRpar,2012train,547,2.6,Dewhurst's proposal calls for an abrupt end to the controversial Robin Hood plan for school finance.,The committee would propose a replacement for the Robin Hood school finance system.,,,,,,,,,,,
main-news,MSRpar,2012train,548,3.4,Other countries and private creditors are owed at least $80 billion in addition.,Other countries are owed at least $US80 billion ($108.52 billion).,,,,,,,,,,,
main-news,MSRpar,2012train,549,3.6,Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11 000 per call.,Under the law telemarketers who call numbers on the list can be fined up to $11 000 for each violation.,,,,,,,,,,,
main-news,MSRpar,2012train,551,5,He explained that he found Antetonitrus when he came to Wits in 2001 as a post-doctoral research assistant at England's University of Bristol.,He explained that he found antetonitrus when he came to Wits in 2001 while a post-doctoral research assistant at Bristol University in Britain.,,,,,,,,,,,
main-news,MSRpar,2012train,552,4.25,Air Canada the largest airline in Canada and No. 11 in the world has been under court protection from creditors since April 1.,The No. 11 airline in the world Air Canada has been under court protection from creditors since April 1.,,,,,,,,,,,
main-news,MSRpar,2012train,554,4.25,The jury also found Gonzales guilty of using excessive force by dousing Olvera-Carrera with pepper spray.,Gonzales was found guilty of using excessive force by spraying Olvera with pepper spray.,,,,,,,,,,,
main-news,MSRpar,2012train,555,3.25,The bodies of some of the dead pulled out from under the train ,The bodies of many of the dead were laid out by the tracks awaiting identification.,,,,,,,,,,,
main-news,MSRpar,2012train,556,4.25,Garner said the self-proclaimed mayor of Baghdad Mohammed Mohsen al-Zubaidi was released after two days in coalition custody., Garner said self-proclaimed Baghdad mayor Mohammed Mohsen Zubaidi was released 48 hours after his detention in late April.,,,,,,,,,,,
main-news,MSRpar,2012train,557,3.75,Enron company executives engaged in widespread and pervasive fraud prosecutor Samuel Buell told the Associated Press.,Enron company executives engaged in widespread and pervasive fraud to manipulate the company's earnings results Buell said.,,,,,,,,,,,
main-news,MSRpar,2012train,559,4.333,"Customers that pay the $1,219 entrance fee get SMS 2003 with 10 device client access licenses.","Retail pricing for SMS 2003 with 10 device client access licenses is $1,219.",,,,,,,,,,,
main-news,MSRpar,2012train,560,3.909,Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada suggest living standards have improved but still lag for those off reserves.,The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but still lag for the Inuit and those who leave their often impoverished reserves.,,,,,,,,,,,
main-news,MSRpar,2012train,561,3.933,The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead.,The recent turnaround in the stock market and an easing in unemployment claims may signal more favorable economic times aheadshe said.,,,,,,,,,,,
main-news,MSRpar,2012train,562,3.75,"While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998.","The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.",,,,,,,,,,,
main-news,MSRpar,2012train,564,4.25,ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.,But at no stage did ONA receive intelligence material indicating that Jemaah Islamiyah was planning to mount an operation in Bali.,,,,,,,,,,,
main-news,MSRpar,2012train,565,4.25,Those reports were denied by the interior minister Prince Nayef.,However the Saudi interior minister Prince Nayef denied the reports.,,,,,,,,,,,
main-news,MSRpar,2012train,566,3.5,Bryant previously said that hike had a greater impact on demand than officials expected.,Chief financial officer Andy Bryant has said that hike had a greater affect volume than officials expected.,,,,,,,,,,,
main-news,MSRpar,2012train,568,3.25,Judge Leroy Millette Jr. can reduce the punishment to life in prison without parole when Muhammad is formally sentenced Feb. 12 but Virginia judges rarely take such action.,Though the judge can reduce the punishment to life in prison without parole experts say Virginia judges rarely take that opportunity.,,,,,,,,,,,
main-news,MSRpar,2012train,570,3,A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.,A spokesman at Strong Memorial Hospital said Doud was under evaluation Tuesday evening in the emergency room.,,,,,,,,,,,
main-news,MSRpar,2012train,571,3.8,Ray Brent Marsh 29 faces multiple counts of burial service fraud making false statements abuse of a dead body and theft., Ray Brent Marsh 29 also faces charges of abuse of a body and theft.,,,,,,,,,,,
main-news,MSRpar,2012train,572,3.4,After that college President Paul Pribbenow told him to wrap up his speech.,After Hedges' microphone was unplugged for a second time Pribbenow told him to wrap up his speech.,,,,,,,,,,,
main-news,MSRpar,2012train,573,3.857,For the 12-month period ending June 30 high-speed lines installed in homes and businesses increased by 45 percent., For the full year period ending June 30 2003 high-speed lines increased by 45 percent.,,,,,,,,,,,
main-news,MSRpar,2012train,574,4,Ricky Clemons' brief troubled Missouri basketball career is over.,Missouri kicked Ricky Clemons off its team ending his troubled career there.,,,,,,,,,,,
main-news,MSRpar,2012train,575,3.4,US military officials say rotor wash from the helicopter might have blown down the banner.,US officials said downward rotor wash generated by the hovering helicopter stripped the flag from the tower.,,,,,,,,,,,
main-news,MSRpar,2012train,577,3,The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,The $85 million agreement was reached in September less than two months after Archbishop Sean O'Malley took over as leader of the nation's fourth-largest diocese.,,,,,,,,,,,
main-news,MSRpar,2012train,578,3.2,The U.S. Capitol was evacuated yesterday after authorities detected a possibly hazardous material in the basement of the Senate wing Capitol Police said.,U.S. Capitol Police evacuated the Capitol yesterday after a sensor detected a possible biohazard in the Senate wing but authorities later said it was a false alarm.,,,,,,,,,,,
main-news,MSRpar,2012train,579,3.6,The former president also gave numerous speeches in 2002 without compensation said his spokesman Jim Kennedy.,His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,,,,,,,,,,,
main-news,MSRpar,2012train,580,1.6,The broader Standard & Poor's 500 Index .SPX was down 0.04 points or 0 percent at 971.52., Standard & Poor's 500 stock index futures for June were down 2.60 points at 965.70 while Nasdaq futures were down 7.50 points at 1 183.50.,,,,,,,,,,,
main-news,MSRpar,2012train,581,3.8,Dubbed Project Mad Hatter the Linux-based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows., Designed to compete with Microsoft Corp. Project Mad Hatter is being positioned by Sun as a cheaper secure alternative desktop operating system to Microsoft's various desktop offerings.,,,,,,,,,,,
main-news,MSRpar,2012train,584,2,A key figure in former state Treasurer Paul Silvester's bribery scheme was accused Wednesday of changing his story about Silvester's alleged corrupt dealings with a Boston investment firm. ,A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.,,,,,,,,,,,
main-news,MSRpar,2012train,585,3.6,"The mission of the CAPPS II system has been and always will be aviation security  said the administration, part of the Homeland Security Department.",The mission of the CAPPS II system has been and always will be aviation security they said.,,,,,,,,,,,
main-news,MSRpar,2012train,586,4.5,"Hovan did not speak, but his lawyer, John Speranza, said his client did not wake up that day intending to hurt anyone.",Hovan did not wake up that day intending to hurt anyone defense attorney John Speranza said.,,,,,,,,,,,
main-news,MSRpar,2012train,587,4,We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment Daschle wrote., We believe that it is not necessary to have a divisive confirmation fight Daschle of South Dakota wrote the Republican president.,,,,,,,,,,,
main-news,MSRpar,2012train,588,3,"Yahoo accounts for 159,354 of the BSD sites, with 152,054 from NTT/Verio and 129,378 from Infospace, the survey found.","Another 152,054 are from IP services company NTT/Verio, and 129,378 from InfoSpace, the survey found.",,,,,,,,,,,
main-news,MSRpar,2012train,592,3.769,"In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.","In CNN's latest move to rejuvenate ratings, the network has ousted Teya Ryan, general manager of U.S. programming.",,,,,,,,,,,
main-news,MSRpar,2012train,593,3.4,"He is suspected of being a key figure in Jemaah Islamiyah, the al-Qa'eda-linked terror group which has been blamed for the bombings.","Samudra, 32, is suspected of being a key figure in the al-Qaida-linked terror group Jemaah Islamiyah, which has been blamed for carrying out the bombings.",,,,,,,,,,,
main-news,MSRpar,2012train,594,1.8,"About 100 firefighters are in the bosque today, Albuquerque Fire Chief Robert Ortega said.",We were seconds away from having that happen Albuquerque Fire Chief Robert Ortega said.,,,,,,,,,,,
main-news,MSRpar,2012train,595,3,The issue has been resolved Marlins President David Samson said through a club spokesman.,The Marlins only said: The issue has been resolved.,,,,,,,,,,,
main-news,MSRpar,2012train,596,3,China's Health Ministry said five more people had died of Sars and a further 159 were infected.,On Monday China said nine more people had died from SARS and that 160 more were infected with the virus.,,,,,,,,,,,
main-news,MSRpar,2012train,598,4.25,Shares of McDonald's rose $1.83 or 8.3 percent,McDonald's shares rose $1.83 to close Friday at $23.89 on the New York Stock Exchange.,,,,,,,,,,,
main-news,MSRpar,2012train,600,4,He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers ƒ?? perhaps before the 2004 elections.,,,,,,,,,,,
main-news,MSRpar,2012train,601,4,Ernst & Young admitted no wrongdoing with the settlement.,Ernst & Young spokesman Kenneth Kerrigan said the firm admits no wrongdoing.,,,,,,,,,,,
main-news,MSRpar,2012train,603,3.625,The witness a 27-year-old Kosovan parking attendant with criminal convictions for dishonesty was paid 10 000 by the News of the World., The witness was a 27-year-old Kosovan parking attendant who was paid by the News of the World the court heard.,,,,,,,,,,,
main-news,MSRpar,2012train,605,3.5,The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.,Their differences on energy and Medicare have become so pointed other members say it is embarrassing to the party.,,,,,,,,,,,
main-news,MSRpar,2012train,607,3.2,He wounded a security guard and then fled stabbing two passersby as he ran off along the promenade., He then stabbed two passersby as he fled along a promenade by the Mediterranean Sea.,,,,,,,,,,,
main-news,MSRpar,2012train,608,3.4,He and his colleagues attributed some of the communication gap to doctors feeling pressed for time.,He attributed some of the communication gap to doctors feeling pressed for time; patients cited discomfort discussing financial issues.,,,,,,,,,,,
main-news,MSRpar,2012train,609,4,State police said as many as 30 workers were trapped immediately after the garage collapsed.,As many as 30 people were believed to be trapped inside initially the state police said.,,,,,,,,,,,
main-news,MSRpar,2012train,613,4.8,OS ANGELES - ''The Hulk'' was a monster at the box office in its debut weekend taking in a June opening record of $62.6 million.,The Hulk took in $62.6 million at the box office a monster opening and a new June record.,,,,,,,,,,,
main-news,MSRpar,2012train,615,2.4,Congratulations on being named Time magazine's Person of the Year.,Time magazine named the American soldier its Person of the Year for 2003.,,,,,,,,,,,
main-news,MSRpar,2012train,617,3.2,The indictment said he attended important meetings to plan the attacks recruited fellow bombers and coordinated the operation.,Samudra not present in Bangkok the indictment said but attended a series of meetings before the attacks recruiting fellow bombers and coordinating the operation.,,,,,,,,,,,
main-news,MSRpar,2012train,619,4.2,It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.,Among other things Microsoft is to comment on proposed remedies in its response.,,,,,,,,,,,
main-news,MSRpar,2012train,620,5,Texans saddled with skyrocketing homeowners premiums might finally be getting relief.,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.,,,,,,,,,,,
main-news,MSRpar,2012train,621,3.4,Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.,Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.,,,,,,,,,,,
main-news,MSRpar,2012train,624,4,Halliburton on Tuesday reiterated its contention that KBR had delivered fuel to Iraq at the best value the best price and the best terms.,We believe KBR delivered fuel to Iraq at the best value the best price and the best terms Halliburton spokeswoman Wendy Hall said.,,,,,,,,,,,
main-news,MSRpar,2012train,625,3.333,"Elecia Battle, of Cleveland, told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket.",Elecia Battle dropped her purse after buying the Mega Millions Lottery ticket last week and believes the ticket blew away.,,,,,,,,,,,
main-news,MSRpar,2012train,626,3.2,"Customers include Mitsubishi, Siemens, DBTel, Dell, HP, Palm, Philips, Sharp, and Sony.","MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.",,,,,,,,,,,
main-news,MSRpar,2012train,627,4,The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.,Such was the case Thursday night when the Cleveland Cavaliers won the LeBron James Lottery otherwise known as the NBA draft lottery.,,,,,,,,,,,
main-news,MSRpar,2012train,628,3.8,"Among the workers, the researchers found short workers had worse hearing than expected for their age.",Short workers had worse hearing than expected by age -- three times more often than taller workers writes Barrenas.,,,,,,,,,,,
main-news,MSRpar,2012train,629,2.2,Mr Colpin did not specify whether it was this system that was at the centre of the investigation.,Neither OLAF nor the Belgian prosecutors have specified if it was this system that was at the centre of the investigation.,,,,,,,,,,,
main-news,MSRpar,2012train,630,3.75,"Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.","The computers are currently sold in Canada, the United States, and Korea.",,,,,,,,,,,
main-news,MSRpar,2012train,631,3,Ballmer has been vocal in the past warning that Linux is a threat to Microsoft.,"In the memo, Ballmer reiterated the open-source threat to Microsoft.",,,,,,,,,,,
main-news,MSRpar,2012train,632,1.25,The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.,"Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.",,,,,,,,,,,
main-news,MSRpar,2012train,633,3.25,Talabani told him the Governing Council would need UN assistance and advice in implementing the new decisions which have been taken.,Talabani told him Iraqi leaders would need U.N. assistance and advice in implementing the new decisions which have been taken on organising an interim Iraqi government by June.,,,,,,,,,,,
main-news,MSRpar,2012train,634,3.333,Stanford (46-15) plays South Carolina (44-20) today in a first-round game at Rosenblatt Stadium in Omaha Neb.,Stanford (46-15) plays South Carolina (44-20) on Friday in the opening game of the double-elimination tournament.,,,,,,,,,,,
main-news,MSRpar,2012train,635,2,The same survey a month ago had Street leading Katz 42 percent to 34 percent with 21 percent undecided.,One month ago in the same poll Katz was leading 46 to 40 percent.,,,,,,,,,,,
main-news,MSRpar,2012train,636,3,The broad Standard & Poor's 500 Index <.SPX> advanced 11 points or 1.25 percent to 931.,The Standard & Poor's 500 Index gained 10.89 or 1.2 percent to 931.12 as of 12:01 p.m. in New York.,,,,,,,,,,,
main-news,MSRpar,2012train,638,3.667,But they donƒ??t realize that until itƒ??s too late (of course) because theyƒ??re potential victims in a horror movie.,But they don't realize that until it's too late (of course) because they're potential victims.,,,,,,,,,,,
main-news,MSRpar,2012train,639,3.667,Arthur Benson attorney for the case's plaintiff schoolchildren said he will appeal.,An attorney for plaintiff schoolchildren said he plans to appeal.,,,,,,,,,,,
main-news,MSRpar,2012train,640,4.333,The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.,The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.,,,,,,,,,,,
main-news,MSRpar,2012train,641,1.333,Pennsylvania which has the most aggressive treatment program is treating 548 of 8 030 inmates.,Texas which has more than three times Michigan's inmate population  is treating 328 of its 16 298 infected inmates.,,,,,,,,,,,
main-news,MSRpar,2012train,642,2.2,The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.,"The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points	 or 1.2 percent	 to 1	615.02.	",,,,,,,,,,,
main-news,MSRpar,2012train,644,4.4,With the Expose feature all open windows shrink to fit on the screen but are still clear enough to identify.,With the Expose (ex-poh-SAY) feature all the open windows on the desktop immediately shrink to fit on the screen but are still clear enough to identify.,,,,,,,,,,,
main-news,MSRpar,2012train,645,3.4,Instead prosecutors dismissed charges and Rucker left the courtroom a free man.,Instead he left the courtroom a free man after authorities dismissed criminal charges.,,,,,,,,,,,
main-news,MSRpar,2012train,646,4.2,"This case was both mentally challenging and emotionally exhausting  said the foreman, Jim Wolfcale, a 41-year-old minister.","Jim Wolfcale, the jury foreman and a minister, said, This case was both mentally challenging and emotionally exhausting.",,,,,,,,,,,
main-news,MSRpar,2012train,647,3,He arrives later this week on the first state visit by a US President.,Mr Bush arrives on Tuesday on the first state visit by an American President.,,,,,,,,,,,
main-news,MSRpar,2012train,648,3.4,The deal approved by both companies' board of directors is expected to be completed in the third quarter of Nvidia's fiscal third quarter.,The acquisition has been approved by both companies' board of directors and is expected to close in the third quarter this year.,,,,,,,,,,,
main-news,MSRpar,2012train,650,2.75,The volatile mix could drag the session beyond the four days allotted by Bush said Senate President Jim King.,The Senate might support capping noneconomic damages beyond the $250 000 Gov. Jeb Bush proposes  said Senate President Jim King.,,,,,,,,,,,
main-news,MSRpar,2012train,651,4,More than 100 police officers were involved in the busts that were the culmination of a two-year operation investigating the cocaine importing and money laundering gang.,More than 100 officers launched the London raids in the final phase of a two-year operation investigating a cocaine and money laundering ring.,,,,,,,,,,,
main-news,MSRpar,2012train,652,1,Stripping out the extraordinary items fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.,Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.,,,,,,,,,,,
main-news,MSRpar,2012train,653,4.25,But at age 15 she had reached 260 pounds and a difficult decision: It was time to try surgery.,But at the age of 15 she weighed a whopping 117kg and came to a difficult decision: it was time to try surgery.,,,,,,,,,,,
main-news,MSRpar,2012train,655,3.5,If we could do that throughout the world we could end terrorism he said.,"This is a hospital that treats everybody as people, and if we could do that throughout the world, we could end terrorism.",,,,,,,,,,,
main-news,MSRpar,2012train,659,3.067,If it's a Bill Gates Comdex keynote it must be time for new Tablet PCs.,If it's the Sunday night before Comdex it must be time for yet another Bill Gates keynote.,,,,,,,,,,,
main-news,MSRpar,2012train,660,3.25,According to reports Knight allegedly punched a parking attendant outside a Los Angeles nightclub.,He was arrested last week for allegedly punching a parking attendant outside a nightclub in LA.,,,,,,,,,,,
main-news,MSRpar,2012train,661,3.75,Among those waiting a turn was Jodie Singer a sixth-grader from Washington D.C.,Jodie Singer a sixth-grader from Washington D.C. anxiously awaited her turn at the microphone.,,,,,,,,,,,
main-news,MSRpar,2012train,662,2.25,But the cancer society said its study had been misused.,The American Cancer Society and several scientists said the study was flawed in several ways.,,,,,,,,,,,
main-news,MSRpar,2012train,663,2.5,Both are being held in the Armstrong County Jail.,Tatar was being held without bail in Armstrong County Prison today.,,,,,,,,,,,
main-news,MSRpar,2012train,664,3.75,A few miles further east is Tehuacan where corn may first have been domesticated 4000 years ago.,A few miles west are the pyramids of Teotihuacan where corn may first have been domesticated 4000 years ago.,,,,,,,,,,,
main-news,MSRpar,2012train,665,3.25,The confusion capped a tumultuous week for the list which is intended to block about 80 percent of telemarketing calls.,The free service was originally intended to block about 80 percent of telemarketer calls.,,,,,,,,,,,
main-news,MSRpar,2012train,667,4,Our strong preference is to achieve a financial restructuring out of court and we remain hopeful we can do so chief executive Marce Fuller said.,Our strong preference is to achieve a financial restructuring out of court Mirant CEO Marce Fuller said in a prepared statement early Friday.,,,,,,,,,,,
